CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function
10410,Bad choice of lock object,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Unreliable locking behavior,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.shouldNotAllowTaskExecuteToRunBeforeInitializationIsComplete
10407,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/util/CustomResourceLoader.java,CustomResourceLoader.CustomResourceLoader
10394,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DuplicateLocationAttributeTypeNameChangeSet.java,DuplicateLocationAttributeTypeNameChangeSet.execute
10390,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/util/FilterUtil.java,FilterUtil.readSystemDefaultLocale
10389,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/module/ModuleUtil.java,ModuleUtil.startup
10387,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/MigrateAllergiesChangeSet.java,MigrateAllergiesChangeSet.getConceptByGlobalProperty
10367,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/BooleanConceptChangeSet.java,BooleanConceptChangeSet.createConcept
10356,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/MoveDeletedHL7sChangeSet.java,MoveDeletedHL7sChangeSet.execute
10343,Bad choice of lock object,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Unreliable locking behavior,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.shouldNotThrowExceptionWhenTaskDefinitionIsNull
10333,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/initialization/InitializationFilter.java,InitializationFilter.isDatabaseEmpty
10332,Check of thread-shared field evades lock acquisition,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/api/src/main/java/org/openmrs/api/context/Context.java,Context.getServiceContext
10323,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/UpgradeUtil.java,UpgradeUtil.getOrderFrequencyIdForConceptId
10300,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/test/BaseContextSensitiveTest.java,BaseContextSensitiveTest.deleteAllData
10290,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DuplicateEncounterRoleNameChangeSet.java,DuplicateEncounterRoleNameChangeSet.execute
10288,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/util/FilterUtil.java,FilterUtil.getUserIdByName
10283,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/initialization/TestInstallUtil.java,TestInstallUtil.addZippedTestModules
10282,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/util/FilterUtil.java,FilterUtil.readSystemDefaultLocale
10237,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DisableTriggersChangeSet.java,DisableTriggersChangeSet.execute
10207,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/module/ModuleUtilTest.java,ModuleUtilTest.getResourceFromApi_shouldReturnNullIfFileIsNotFoundInApi
10200,Bad choice of lock object,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Unreliable locking behavior,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.shouldSaveLastExecutionTime
10197,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/util/databasechange/Database1_9_7UpgradeIT.java,Database1_9_7UpgradeIT.shouldPassIfThereAreAnyOrderTypesInTheDatabaseOtherThanDrugOrderTypeAndTheNewColumnsExist
10171,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/module/ModuleUtilTest.java,ModuleUtilTest.getResourceFromApi_shouldLoadFileFromApiAsInputStream
10163,Bad choice of lock object,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Unreliable locking behavior,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.checkTasksRunConcurrently
10159,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DuplicateEncounterTypeNameChangeSet.java,DuplicateEncounterTypeNameChangeSet.execute
10158,"Filesystem path, filename, or URI manipulation",High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,High impact security,/api/src/main/java/org/openmrs/module/ModuleUtil.java,ModuleUtil.insertModuleFile
10153,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DuplicateEncounterRoleNameChangeSet.java,DuplicateEncounterRoleNameChangeSet.execute
10143,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DuplicateEncounterTypeNameChangeSet.java,DuplicateEncounterTypeNameChangeSet.execute
10128,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DuplicateLocationAttributeTypeNameChangeSet.java,DuplicateLocationAttributeTypeNameChangeSet.execute
10126,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/EnableTriggersChangeSet.java,EnableTriggersChangeSet.execute
10110,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/EnableTriggersChangeSet.java,EnableTriggersChangeSet.execute
10106,Check of thread-shared field evades lock acquisition,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/api/src/main/java/org/openmrs/api/context/Context.java,Context.getMailSession
10093,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/module/ModuleUtil.java,ModuleUtil.getResourceFromInnerJar
10081,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/util/databasechange/Database1_9_7UpgradeIT.java,Database1_9_7UpgradeIT.createOrderEntryUpgradeFileWithTestData
10065,Check of thread-shared field evades lock acquisition,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Data race undermines locking,/api/src/main/java/org/openmrs/util/OpenmrsClassLoader.java,OpenmrsClassLoader.getLibCacheFolder
10049,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/MigrateAllergiesChangeSet.java,MigrateAllergiesChangeSet.execute
10042,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/MigrateAllergiesChangeSet.java,MigrateAllergiesChangeSet.execute
10030,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/SourceMySqldiffFile.java,SourceMySqldiffFile.execute
10022,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/test/BaseContextSensitiveTest.java,BaseContextSensitiveTest.setAutoIncrementOnTablesWithNativeIfNotAssignedIdentityGenerator
10016,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/main/java/org/openmrs/util/databasechange/DisableTriggersChangeSet.java,DisableTriggersChangeSet.execute
10012,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/api/src/test/java/org/openmrs/module/ModuleUtilTest.java,ModuleUtilTest.getResourceFromApi_shouldReturnNullIfApiIsNotFound
10011,Bad choice of lock object,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Unreliable locking behavior,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.saveTask_shouldSaveTaskToTheDatabase
10010,Resource leak,High,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/web/src/main/java/org/openmrs/web/filter/update/UpdateFilter.java,UpdateFilter.isSuperUser
10413,Value not atomically updated,Medium,New,10/25/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/main/java/org/openmrs/util/DatabaseUpdater.java,DatabaseUpdater.mergeDefaultRuntimeProperties
10412,Data race condition,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.shouldSaveLastExecutionTime
10409,Cleartext sensitive data in a database,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/api/src/main/java/org/openmrs/api/context/Context.java,Context$1.getPasswordAuthentication
10406,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleFactory.java,ModuleFactory.getModuleClassLoader
10403,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/impl/DatatypeServiceImpl.java,DatatypeServiceImpl.getHandlerClasses
10400,Unguarded write,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/web/src/main/java/org/openmrs/web/filter/update/UpdateFilter.java,UpdateFilter.doPost
10397,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java,PatientProgramValidatorTest.validate_shouldNotFailIfPatientStateIsInRetiredWorkflow
10396,Use of hard-coded cryptographic key,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/api/src/main/java/org/openmrs/util/Security.java,Security.decrypt
10393,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/module/ModuleFileParserTest.java,ModuleFileParserTest.getByteArray
10392,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/api/impl/ObsServiceImpl.java,ObsServiceImpl.getObs
10388,Use of hard-coded cryptographic key,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/api/src/main/java/org/openmrs/util/Security.java,Security.encrypt
10386,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleUtil.java,ModuleUtil.expandJar
10383,Value not atomically updated,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/web/src/main/java/org/openmrs/web/filter/initialization/InitializationFilter.java,InitializationFilter.checkLocaleAttributes
10382,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/OpenmrsSecurityManager.java,OpenmrsSecurityManager.getCallerClass
10381,Copy-paste error,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/main/java/org/openmrs/util/PersonByNameComparator.java,PersonByNameComparator.comparePersonsByName
10372,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/test/java/org/openmrs/web/filter/update/GZIPFilterTest.java,GZIPFilterTest.zipRequestWrapperTest_shouldReturnTrueIfUnzippedContentReadFromWrapperIsTheSameAsContentBeforeZipping
10369,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/module/ModuleFileParserUnitTest.java,ModuleFileParserUnitTest.getString
10366,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ObsServiceTest.java,ObsServiceTest.purgeObs_shouldDeleteTheGivenObsFromTheDatabase
10365,Unguarded read,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/main/java/org/openmrs/scheduler/tasks/TaskThreadedInitializationWrapper.java,java.lang.Runnable.run
10361,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/validator/ConceptValidator.java,ConceptValidator.validate
10359,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/OpenmrsUtil.java,OpenmrsUtil.setupLogAppenders
10358,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleClassLoader.java,ModuleClassLoader.collectAwareOfModuleImports
10357,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ObsServiceTest.java,ObsServiceTest.saveObs_shouldVoidOnlyOldObsWhenAllObsEditedAndNewObsAdded
10355,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ConceptServiceTest.java,ConceptServiceTest.getConcept_shouldReturnNullGivenNullParameter
10353,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/openmrs/web/WebUtil.java,WebUtil.formatDate
10352,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.parseObs_shouldAddCommentsToAnObservationFromNTESegments
10346,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.processMessage_shouldSetValue_NumericForObsIfQuestionDatatypeIsNumericAndTheAnswerIsEither0Or1
10341,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/OpenmrsTestsTest.java,OpenmrsTestsTest.getClasses
10339,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/db/PatientDAOTest.java,PatientDAOTest.getPatients_shouldGetPatientByIdentifierAnywhereMatch
10326,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/databasechange/ConceptValidatorChangeSet.java,ConceptValidatorChangeSet.validateAndCleanUpConcepts
10325,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/PersonTest.java,PersonTest.getAttribute_shouldreturnPersonAttributeBasedOnAttributeTypeId
10324,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleClassLoader.java,ModuleClassLoader.findResource
10322,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.parseObs_shouldAddCommentsToAnObservationGroup
10321,Data race condition,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/web/src/main/java/org/openmrs/web/filter/initialization/InitializationFilter.java,InitializationFilter.setInitializationComplete
10320,Logically dead code,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/webapp/target/openmrs/WEB-INF/view/scripts/jquery-ui/js/jquery-ui-timepicker-addon.js,$.datepicker._optionDatepicker
10317,DMI: Dubious method invocation,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Correctness,/api/src/test/java/org/openmrs/api/impl/DiagnosisServiceImplTest.java,DiagnosisServiceImplTest.getDiagnoses_shouldGetDiagnosesOfPatientWithDifferentDate
10316,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/PatientServiceTest.java,PatientServiceTest.savePatient_shouldNotThrowNonUniqueObjectExceptionWhenCalledWithPersonPromotedToPatient
10315,Data race condition,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest.shouldNotThrowExceptionWhenTaskDefinitionIsNull
10313,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ProgramWorkflowServiceTest.java,ProgramWorkflowServiceTest.triggerStateConversion_shouldSkipPastPatientProgramsThatAreAlreadyCompleted
10312,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/util/ReflectTest.java,ReflectTest.isSuperClass_shouldReturnTrueForAGenericWhoseBoundIsASubclass
10311,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/web/src/main/java/org/openmrs/web/filter/initialization/InitializationFilter.java,InitializationFilter.doPost
10309,Logically dead code,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/web/src/main/java/org/openmrs/web/WebUtil.java,WebUtil.normalizeLocale
10297,Useless call,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/test/java/org/openmrs/BaseOpenmrsObjectTest.java,BaseOpenmrsObjectTest.hashCode_shouldNotFailIfUuidIsNull
10296,STCAL: Static use of type Calendar or DateFormat,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/test/java/org/openmrs/api/PersonServiceTest.java,PersonServiceTest.getRelationshipsByPerson_shouldFetchRelationshipsThatWereActiveDuringEffectiveDate
10294,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/PersonAttributeTest.java,PersonAttributeTest.getHydratedObject_shouldLoadClassInFormatProperty
10289,Result is not floating-point,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/api/src/test/java/org/openmrs/CohortTest.java,CohortTest.setMemberIds_shouldSupportLargeCohorts
10287,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/databasechange/AddConceptMapTypesChangeset.java,AddConceptMapTypesChangeset.runBatchInsert
10286,STCAL: Static use of type Calendar or DateFormat,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/test/java/org/openmrs/api/PersonServiceTest.java,PersonServiceTest.createTestDatedRelationships
10277,Use of hard-coded password,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Medium impact security,/api/src/test/java/org/openmrs/util/databasechange/DatabaseUpgradeTestUtil.java,DatabaseUpgradeTestUtil.DatabaseUpgradeTestUtil
10275,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/ObsServiceTest.java,ObsServiceTest.purgeObs_shouldDeleteTheGivenObsFromTheDatabase
10269,STCAL: Static use of type Calendar or DateFormat,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/test/java/org/openmrs/api/PersonServiceTest.java,PersonServiceTest.getRelationships3_shouldFetchRelationshipsThatWereActiveDuringTheSpecifiedDateRange
10268,STCAL: Static use of type Calendar or DateFormat,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Multithreaded correctness,/api/src/test/java/org/openmrs/api/PersonServiceTest.java,PersonServiceTest.getRelationships2_shouldFetchRelationshipsThatWereActiveDuringEffectiveDate
10267,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/context/DaemonTest.java,DaemonTest$TestTask.execute
10266,Expression with no effect,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/webapp/target/openmrs/WEB-INF/view/scripts/jquery/highlight/jquery.highlight-3.js,<anonymous>
10264,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleUtil.java,ModuleUtil.getURL
10262,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/Allergy.java,Allergy.hasSameReactions
10258,Missing parentheses,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/webapp/target/openmrs/WEB-INF/view/scripts/jquery-ui/js/jquery-ui-timepicker-addon.js,_formatTime
10256,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/DatatypeServiceTest.java,DatatypeServiceTest.getHandler_shouldReturnAHandlerForADatatypeThatExtendsAGenericSuperclass
10255,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/validator/BaseAttributeTypeValidator.java,BaseAttributeTypeValidator.validate
10253,Missing call to superclass,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Class hierarchy inconsistencies,/api/src/main/java/org/openmrs/scheduler/tasks/TestTask.java,TestTask.initialize
10249,Unguarded read,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/test/java/org/openmrs/scheduler/SchedulerServiceTest.java,SchedulerServiceTest$LatchTask.waitForLatch
10247,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.processMessage_shouldSetValue_CodedMatchingABooleanConceptForObsIfTheAnswerIs0Or1AndQuestionDatatypeIsCoded
10246,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/module/ModuleClassLoader.java,ModuleClassLoader.ModuleClassLoader
10244,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/hl7/handler/ORUR01HandlerTest.java,ORUR01HandlerTest.processMessage_shouldSetValue_NumericForObsIfQuestionDatatypeIsNumeric
10243,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/api/db/PatientDAOTest.java,PatientDAOTest.getPatients_shouldNotGetCloseIdentifiersWithWrongStartPhrase
10242,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/PersonTest.java,PersonTest.getAttribute_shouldPersonAttributeBasedOnAttributeName
10241,Unguarded write,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/main/java/org/openmrs/hl7/HL7InQueueProcessor.java,HL7InQueueProcessor.processHL7InQueue
10236,Data race condition,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/web/src/main/java/org/openmrs/web/filter/update/UpdateFilter.java,UpdateFilter.doPost
10231,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/hl7/handler/ORUR01Handler.java,ORUR01Handler.parseObs
10226,Dereference null return value,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/test/java/org/openmrs/ConceptTest.java,ConceptTest.getAllConceptNameLocales_shouldReturnAllLocalesForConceptNamesForThisConceptWithoutDuplicates
10223,Logically dead code,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/api/src/test/java/org/openmrs/test/MigrateDataSet.java,MigrateDataSet.execMysqlCmd
10222,RC: Questionable use of reference equality rather than calling equals,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,SpotBugs: Correctness,/api/src/test/java/org/openmrs/api/db/hibernate/HibernatePersonDAOTest.java,HibernatePersonDAOTest.assertPeopleContainPersonID
10221,Explicit null dereferenced,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/util/DatabaseUpdater.java,DatabaseUpdater.releaseDatabaseLock
10220,Unguarded read,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/api/src/main/java/org/openmrs/util/OpenmrsClassLoader.java,OpenmrsClassLoader.getLibCacheFolder
10217,Dereference after null check,Medium,New,10/19/2018,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/api/src/main/java/org/openmrs/Concept.java,Concept.getShortestName
